population,area,province,id,name,address,cap,mun_id,municipality,grade,email,pec,website,type,school_type,geometry
118879,Nord Est,Trento,TN1M007003,"Associazione Pedagogica ""Rudolf Steiner""",Via Conci 86,38100,L378,Trento,Scuola Sec. Primo Grado ,segreteria@scuolasteiner-trento.it,,,Paritaria,Paritaria,POINT (11.138710040198049 46.040709985439065)
118879,Nord Est,Trento,TN1E00300E,"Istituto ""Sacro Cuore""",Piazza Santa Teresa Verzeri 4,38100,L378,Trento,Scuola Primaria ,istitutocomprensivo@istitutosacrocuore.it,,,Paritaria,Paritaria,POINT (11.119789989255281 46.067620001764794)
118879,Nord Est,Trento,TNPC01500V,"Collegio Arcivescovile ""Celestino Endrici""",Via Celestino Endrici 23,38100,L378,Trento,Scuola Sec. Secondo Grado ,didatticatn@arcivescoviletrento.it,,,Paritaria,Paritaria,POINT (11.121540000000039 46.062140000000056)
118879,Nord Est,Trento,TNTD035003,"Istituto ""Sacro Cuore""",Piazza Santa Teresa Verzeri 4,38100,L378,Trento,Scuola Sec. Secondo Grado ,info@istitutosacrocuore.it,,,Paritaria,Paritaria,POINT (11.119789989255281 46.067620001764794)
118879,Nord Est,Trento,TNTD37500F,"Collegio Arcivescovile ""Celestino Endrici""",Via Celestino Endrici 23,38122,L378,Trento,Scuola Sec. Secondo Grado ,,,,Paritaria,Paritaria,POINT (11.121540000000039 46.062140000000056)
118879,Nord Est,Trento,TN1E00900D,"Associazione Pedagogica ""Rudolf Steiner""",Via Conci 86,38100,L378,Trento,Scuola Primaria ,segreteria@scuolasteiner-trento.it,,,Paritaria,Paritaria,POINT (11.138710040198049 46.040709985439065)
118879,Nord Est,Trento,TNPL085003,"Collegio Arcivescovile ""Celestino Endrici""",Via Celestino Endrici 23,38100,L378,Trento,Scuola Sec. Secondo Grado ,didatticatn@arcivescoviletrento.it,,,Paritaria,Paritaria,POINT (11.121540000000039 46.062140000000056)
118879,Nord Est,Trento,TN1M006007,"Istituto ""Sacro Cuore""",Piazza Santa Teresa Verzeri 4,38100,L378,Trento,Scuola Sec. Primo Grado ,istitutocomprensivo@istitutosacrocuore.it,,,Paritaria,Paritaria,POINT (11.119789989255281 46.067620001764794)
458,Nord Est,Trento,TNEE80908E,Valfloriana - Casatta,"Loc. Casatta, 18/A",38040,L575,Valfloriana,Scuola Primaria,,,www.iccavalese.it,Statale,Di Montagna,POINT (11.342560020900606 46.24950998288091)
1364,Nord Est,Trento,TNEE85306E,"Vallarsa - Raossi ""Cavallin""",Loc. Raossi,38060,L588,Vallarsa,Scuola Primaria,,,www.roveretoest.it,Statale,Normale,POINT (11.11674000000005 45.78239000000008)
5159,Nord Est,Trento,TNMM84401D,"Vallelaghi-Vezzano ""Bellesini""","Via Roma, 3",38070,M362,Vallelaghi,Scuola Primo Grado,,,www.icvalledeilaghidro.it,Statale,Normale,POINT (11.001090002712374 46.07963001172973)
5159,Nord Est,Trento,TNEE84403L,Vallelaghi - Vezzano,"Via Dante, 7",38070,M362,Vallelaghi,Scuola Primaria,,,www.istitutovalledeilaghi.it,Statale,Normale,POINT (10.999459974001837 46.079099982082425)
5159,Nord Est,Trento,TNEE84402G,Vallelaghi - Terlago,"Via Alcide Degasperi, 5",38070,M362,Vallelaghi,Scuola Primaria,,,www.icvalledeilaghi.it,Statale,Normale,POINT (11.044399966972122 46.095340003303875)
5159,Nord Est,Trento,TNIC84400C,"""Valle Dei Laghi-Dro""","Piazza Perli, 3",38070,M362,Vallelaghi,Istituto Comprensivo,segr.ic.valledeilaghi@scuole.provincia.tn.it,ic.valledeilaghi@pec.provincia.tn.it,,Statale,Normale,POINT (11.000579963904158 46.07848001461406)
1846,Nord Est,Trento,TNEE83206D,Vermiglio,"Via Sen. Bruno Kessler, 5",38029,L769,Vermiglio,Scuola Primaria,,,www.icaltavaldisole.it,Statale,Normale,POINT (10.690658829358876 46.29795736906382)
1846,Nord Est,Trento,TNEE83207E,Vermiglio - Passo Tonale,"Via Nazionale, 12/C",38020,L769,Vermiglio,Scuola Primaria,,,www.icaltavaldisole.it,Statale,Di Montagna,POINT (10.585169992682125 46.259360018307035)
3825,Nord Est,Trento,TNMM846015,"Villa Lagarina  ""Anna Frank""","Via Stockstadt Am Rhein, 3",38060,L957,Villa Lagarina,Scuola Primo Grado,,,http://www.icvillalagarina.it/,Statale,Normale,POINT (11.031029993216976 45.917620019017534)
3825,Nord Est,Trento,TNEE846038,"Villa Lagarina ""Paride Lodron""","Via Stockstadt Am Rhein, 9",38060,L957,Villa Lagarina,Scuola Primaria,,,http://www.icvillalagarina.it/,Statale,Normale,POINT (11.032140008654522 45.91820000480777)
3825,Nord Est,Trento,TNIC846004,"""Villa Lagarina""","Via Stockstad Am Rheim, 3",38060,L957,Villa Lagarina,Istituto Comprensivo,segr.ic.villalagarina@scuole.provincia.tn.it,ic.villalagarina@pec.provincia.tn.it,,Statale,Normale,POINT (11.031029993216976 45.917620019017534)
3020,Nord Est,Trento,TNEE86003E,"Volano ""Tovazzi""","Via Stazione, 30",38060,M113,Volano,Scuola Primaria,,,ic-altavallagarina.it,Statale,Normale,POINT (11.063077778234081 45.9190519668947)
3020,Nord Est,Trento,TNIC86000A,"""Alta Vallagarina""","Via Stazione, 30",38060,M113,Volano,Istituto Comprensivo,segr.ic.altavallagarina@scuole.provincia.tn.it,ic.altavallagarina@pec.provincia.tn.it,,Statale,Normale,POINT (11.063077778234081 45.9190519668947)
3020,Nord Est,Trento,TNMM86001B,Volano - Alta Vallagarina,"Via Nicolo' Tommaseo, 8",38060,M113,Volano,Scuola Primo Grado,,,ic-altavallagarina.it,Statale,Normale,POINT (11.038930020778878 45.89195999591237)
